SYSTEM,CODE,DISPLAY
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,13,MSP COST AVOIDED - OFFICE OF PERSONNEL MANAGEMENT (OPM) DATA MATCH COB CONTRACTOR 11113
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,14,MSP COST AVOIDED - WORKERS COMPENSATION (WC) DATA MATCH COB CONTRACTOR 11114
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,15,MSP COST AVOIDED - WORKERS COMPENSATION INSURER VOLUNTARY DATA SHARING AGREEMENTS (WC VDSA) COB CONTRACTOR 11115
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,16,MSP COST AVOIDED - LIABILITY INSURER VDSA COB CONTRACTOR 11116
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,17,MSP COST AVOIDED - NO-FAULT INSURER VDSA COB CONTRACTOR 11117
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,18,MSP COST AVOIDED - PHARMACY BENEFIT MANAGER DATA SHARING AGREEMENT COB CONTRACTOR 11118
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,19,MSP COST AVOIDED - WC MEDICARE SET-ASIDE ARRANGEMENT COB CONTRACTOR 11119
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,21,MSP COST AVOIDED - MANDATORY INSURER REPORTING (MIR) GROUP HEALTH PLAN (EFF. 1/2009) COB CONTRACTOR 11121
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,22,MSP COST AVOIDED - MIR NON-GROUP HEALTH PLAN (EFF. 1/2009) COB CONTRACTOR 11122
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,25,MSP COST AVOIDED - RECOVERY AUDIT CONTRACTOR (RAC)  CALIFORNIA (EFF. 10/2005) COB CONTRACTOR 11125
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,26,MSP COST AVOIDED - RAC MSP FLORIDA (EFF. 10/2005) COB CONTRACTOR 11126
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,39,MSP COST AVOIDED - GROUP HEALTH PLAN (GHP) RECOVERY COB CONTRACTOR 11139
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,41,MSP COST AVOIDED - NON-GROUP HEALTH PLAN (NGHP) NON-ONGOING RESPONSIBILITY FOR MEDICALS (ORM) COB CONTRACTOR 11141
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,42,MSP COST AVOIDED - NGHP ORM RECOVERY COB CONTRACTOR 11142
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,43,MEDICARE PART C/MEDICARE ADVANTAGE/ COB CONTRACTOR 11143
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,<,MSP COST AVOIDED - MIR GROUP HEALTH PLAN ('21' 2-BYTE CODE) (EFF. 1/2009)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,>,MSP COST AVOIDED - MIR NON-GROUP HEALTH PLAN ('22' 2-BYTE CODE) (EFF. 1/2009)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,@,MSP COST AVOIDED - BC/BS VOLUNTARY AGREEMENTS (12 2-BYTE CODE)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,A,COVERED WORKERS COMPENSATION (OBSOLETE)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,B,BENEFITS EXHAUSTED
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,C,CUSTODIAL CARE- NON-COVERED CARE  (INCLUDES ALL 'BENEFICIARY AT FAULT' WAIVER CASES) (OBSOLETE)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,E,MSP COST AVOIDED - INTERNAL REVENUE SERVICE (IRS)/ SOCIAL SECURITY ADMINISTRATION (SSA)/ HEALTH CARE FINANCING ADMINISTRATION (HCFA) DATA MATCH (EFF. 7/00)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,F,MSP COST AVOIDED - HEALTH MAINTENANCE ORGANIZATION (HMO) RATE CELL (EFF. 7/00)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,G,MSP COST AVOIDED - LITIGATION SETTLEMENT (EFF. 7/00)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,H,MSP COST AVOIDED - EMPLOYER VOLUNTARY REPORTING (EFF. 7/00)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,J,MSP COST AVOIDED - INSURER VOLUNTARY REPORTING (EFF. 7/00)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,K,MSP COST AVOIDED - INITIAL ENROLLMENT QUESTIONNAIRE (IEQ) (EFF. 7/00)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,N,ALL OTHER REASONS FOR NONPAYMENT
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,P,PAYMENT REQUESTED
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,Q,MSP COST AVOIDED - VOLUNTARY AGREEMENT (EFF. 7/00)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,R,"BENEFITS REFUSED, OR EVIDENCE NOT SUBMITTED"
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,T,MSP COST AVOIDED - IEQ CONTRACTOR (EFF. 9/76) (OBSOLETE 6/30/00)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,U,MSP COST AVOIDED - HMO RATE CELL ADJUSTMENT (EFF. 9/76) (OBSOLETE 6/30/00)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,V,MSP COST AVOIDED - LITIGATION SETTLEMENT (EFF. 9/76) (OBSOLETE 6/30/00)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,W,WORKER'S COMPENSATION (OBSOLETE)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,X,MSP COST AVOIDED - GENERIC
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,Y,MSP COST AVOIDED - IRS/SSA DATA MATCH PROJECT (OBSOLETE 6/30/00)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,Z,ZERO REIMBURSEMENT REQUEST FOR ANTICIPATED PAYMENTS (RAPS) - ZERO REIMBURSEMENT MADE DUE TO MEDICAL REVIEW INTERVENTION OR WHERE PROVIDER SPECIFIC ZERO PAYMENT HAS BEEN DETERMINED. (EFFECTIVE WITH HHPPS - 10/00)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,~,NO DESCRIPTION AVAILABLE
