SYSTEM,CODE,DISPLAY
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,43,DISCHARGED/TRANSFERRED TO A FEDERAL HEALTH CARE FACILITY
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,44,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,45,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,46,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,47,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,48,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,49,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,50,HOSPICE - HOME
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,51,HOSPICE - MEDICAL FACILITY (CERTIFIED) PROVIDING HOSPICE LEVEL OF CARE
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,52,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,53,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,54,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,55,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,56,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,57,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,58,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,59,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,60,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,61,DISCHARGED/TRANSFERRED TO A HOSPITAL-BASED MEDICARE APPROVED SWING BED
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,62,DISCHARGED/TRANSFERRED TO AN INPATIENT REHABILITATION FACILITY (IRF) INCLUDING REHABILITATION DISTINCT PART UNITS OF A HOSPITAL
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,63,DISCHARGED/TRANSFERRED TO A MEDICARE CERTIFIED LONG TERM CARE HOSPITAL (LTCH)
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,64,DISCHARGED/TRANSFERRED TO A NURSING FACILITY CERTIFIED UNDER MEDICAID BUT NOT CERTIFIED UNDER MEDICARE
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,65,DISCHARGED/TRANSFERRED TO A PSYCHIATRIC HOSPITAL OR PSYCHIATRIC DISTINCT PART UNIT OF A HOSPITAL
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,66,DISCHARGED/TRANSFERRED TO A CRITICAL ACCESS HOSPITAL (CAH)
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,67,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,68,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,69,DISCHARGED/TRANSFERRED TO A DESIGNATED DISASTER ALTERNATIVE CARE SITE (EFFECTIVE 10/1/13)
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,70,DISCHARGED/TRANSFERRED TO ANOTHER TYPE OF HEALTH CARE INSTITUTION NOT DEFINED ELSEWHERE IN THIS CODE LIST
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,71,DISCONTINUED 4/1/03
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,72,DISCONTINUED 4/1/03
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,73,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,74,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,75,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,76,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,77,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,78,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,79,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,80,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,81,DISCHARGED TO HOME OR SELF CARE WITH A PLANNED ACUTE CARE HOSPITAL INPATIENT READMISSION (EFFECTIVE 10/1/13)
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,82,DISCHARGED/TRANSFERRED TO A SHORT TERM GENERAL HOSPITAL FOR INPATIENT CARE WITH A PLANNED ACUTE CARE HOSPITAL INPATIENT READMISSION (EFFECTIVE 10/1/13)
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,83,DISCHARGED/TRANSFERRED TO A SKILLED NURSING FACILITY (SNF) WITH MEDICARE CERTIFICATION WITH A PLANNED ACUTE CARE HOSPITAL INPATIENT READMISSION (EFFECTIVE 10/1/13)
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,84,DISCHARGED/TRANSFERRED TO A FACILITY THAT PROVIDES CUSTODIAL OR SUPPORTIVE CARE WITH A PLANNED ACUTE CARE HOSPITAL INPATIENT READMISSION (EFFECTIVE 10/1/13)
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,85,DISCHARGED/TRANSFERRED TO A DESIGNATED CANCER CENTER OR CHILDREN’S HOSPITAL WITH A PLANNED ACUTE CARE HOSPITAL INPATIENT READMISSION (EFFECTIVE 10/1/13)
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,86,DISCHARGED/TRANSFERRED TO HOME UNDER CARE OF ORGANIZED HOME HEALTH SERVICE ORGANIZATION WITH A PLANNED ACUTE CARE HOSPITAL INPATIENT READMISSION (EFFECTIVE 10/1/13)
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,87,DISCHARGED/TRANSFERRED TO COURT/LAW ENFORCEMENT WITH A PLANNED ACUTE CARE HOSPITAL INPATIENT READMISSION (EFFECTIVE 10/1/13)
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,88,DISCHARGED/TRANSFERRED TO A FEDERAL HEALTH CARE FACILITY WITH A PLANNED ACUTE CARE HOSPITAL INPATIENT READMISSION (EFFECTIVE 10/1/13)
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,89,DISCHARGED/TRANSFERRED TO A HOSPITAL-BASED MEDICARE APPROVED SWING BED WITH A PLANNED ACUTE CARE HOSPITAL INPATIENT READMISSION (EFFECTIVE 10/1/13)
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,90,DISCHARGED/TRANSFERRED TO AN INPATIENT REHABILITATION FACILITY (IRF) INCLUDING REHABILITATION DISTINCT PART UNITS OF A HOSPITAL WITH A PLANNED ACUTE CARE HOSPITAL INPATIENT READMISSION (EFFECTIVE 10/1/13)
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,91,DISCHARGED/TRANSFERRED TO A MEDICARE CERTIFIED LONG TERM CARE HOSPITAL (LTCH) WITH A PLANNED ACUTE CARE HOSPITAL INPATIENT READMISSION (EFFECTIVE 10/1/13)
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,92,DISCHARGED/TRANSFERRED TO A NURSING FACILITY CERTIFIED UNDER MEDICAID BUT NOT CERTIFIED UNDER MEDICARE WITH A PLANNED ACUTE CARE HOSPITAL INPATIENT READMISSION (EFFECTIVE 10/1/13)
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,93,DISCHARGED/TRANSFERRED TO A PSYCHIATRIC HOSPITAL OR PSYCHIATRIC DISTINCT PART UNIT OF A HOSPITAL WITH A PLANNED ACUTE CARE HOSPITAL INPATIENT READMISSION (EFFECTIVE 10/1/13)
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,94,DISCHARGED/TRANSFERRED TO A CRITICAL ACCESS HOSPITAL (CAH) WITH A PLANNED ACUTE CARE HOSPITAL INPATIENT READMISSION (EFFECTIVE 10/1/13)
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,95,DISCHARGED/TRANSFERRED TO ANOTHER TYPE OF HEALTH CARE INSTITUTION NOT DEFINED ELSEWHERE IN THIS CODE LIST WITH A PLANNED ACUTE CARE HOSPITAL INPATIENT READMISSION (EFFECTIVE 10/1/13)
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,96,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,97,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,98,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,99,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,~,NO DESCRIPTION AVAILABLE
