SYSTEM,CODE,DISPLAY
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,21,SKILLED NURSING - INPATIENT (INCLUDING MEDICARE PART A)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,29,SNF-RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,32,HOME HEALTH SERVICES UNDER A PLAN OF TREATMENT (EFFECTIVE ON 10/1/13)]
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,38,HHA-SWING BEDS (OBSOLETE)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,36,HHA-INTERMEDIATE CARE - LEVEL II (OBSOLETE)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,33,"HHA-OUTPATIENT (PLAN OF TREATMENT UNDER PART A,INCLUDING DME UNDER PART A) (TERM. 10/2013)"
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,37,HHA-INTERMEDIATE CARE - LEVEL III (OBSOLETE)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,31,HHA-INPATIENT (INCLUDING PART A) (OBSOLETE)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,39,HHA-RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,35,HHA-INTERMEDIATE CARE - LEVEL I (OBSOLETE)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,34,HOME HEALTH SERVICES NOT UNDER A PLAN OF TREATMENT (EFFECTIVE 10/1/13)]
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,45,RNHCI (RELIGIOUS NONMEDICAL HEALTH CARE INSTITUTIONS) HOSPITAL-INTERMEDIATE CARE - LEVEL I (OBSOLETE)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,42,RNHCI (RELIGIOUS NONMEDICAL HEALTH CARE INSTITUTIONS) HOSPITAL-INPATIENT OR HOME HEALTH VISITS (PART B ONLY)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,47,RNHCI (RELIGIOUS NONMEDICAL HEALTH CARE INSTITUTIONS) HOSPITAL-INTERMEDIATE CARE - LEVEL III (OBSOLETE)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,49,RNHCI (RELIGIOUS NONMEDICAL HEALTH CARE INSTITUTIONS) HOSPITAL-RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,44,RNHCI (RELIGIOUS NONMEDICAL HEALTH CARE INSTITUTIONS) HOSPITAL-OTHER (PART B) - (OBSOLETE)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,48,RNHCI (RELIGIOUS NONMEDICAL HEALTH CARE INSTITUTIONS) HOSPITAL-SWING BEDS (OBSOLETE)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,41,RELIGIOUS NON-MEDICAL HEALTH CARE INSTITUTIONS - INPATIENT
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,46,RNHCI (RELIGIOUS NONMEDICAL HEALTH CARE INSTITUTIONS) HOSPITAL-INTERMEDIATE CARE - LEVEL II (OBSOLETE)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,43,RELIGIOUS NON-MEDICAL RELIGIOUS NON-MEDICAL HEALTH CARE INSTITUTIONS - OUTPATIENT SERVICES
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,51,CS EXTENDED CARE-INPATIENT (INCLUDING PART A) OBSOLETE EFF. 7/00 - IMPLEMENTATION OF RELIGIOUS NONMEDICAL HEALTH CARE INSTITUTIONS (RNHCI)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,55,RNHCI (RELIGIOUS NONMEDICAL HEALTH CARE INSTITUTIONS) EXTENDED CARE-INTERMEDIATE CARE - LEVEL I (EFF. 7/00) OBSOLETE - PRIOR TO 7/00 REFERENCED CS
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,56,RNHCI (RELIGIOUS NONMEDICAL HEALTH CARE INSTITUTIONS) EXTENDED CARE-INTERMEDIATE CARE - LEVEL II (EFF. 7/00) OBSOLETE - PRIOR TO 7/00 REFERENCED CS
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,57,RNHCI (RELIGIOUS NONMEDICAL HEALTH CARE INSTITUTIONS) EXTENDED CARE-INTERMEDIATE CARE - LEVEL III (EFF. 7/00) OBSOLETE - PRIOR TO 7/00 REFERENCED CS
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,54,RNHCI (RELIGIOUS NONMEDICAL HEALTH CARE INSTITUTIONS) EXTENDED CARE-OTHER (PART B)(EFF. 7/00) - OBSOLETE; PRIOR TO 7/00 REFERENCED CS
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,59,RNHCI (RELIGIOUS NONMEDICAL HEALTH CARE INSTITUTIONS) EXTENDED CARE-RESERVED FOR NATIONAL ASSIGNMENT (EFF. 7/00) - OBSOLETE; PRIOR TO 7/00 REFERENCED CS
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,52,RNHCI (RELIGIOUS NONMEDICAL HEALTH CARE INSTITUTIONS) EXTENDED CARE-INPATIENT OR HOME HEALTH VISITS (PART B ONLY) (EFF. 7/00) - OBSOLETE; PRIOR TO 7/00 CHRISTIAN SCIENCE (CS)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,58,RNHCI (RELIGIOUS NONMEDICAL HEALTH CARE INSTITUTIONS) EXTENDED CARE-SWING BEDS (EFF. 7/00) - OBSOLETE PRIOR TO 7/00 REFERENCED CS
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,53,RNHCI (RELIGIOUS NONMEDICAL HEALTH CARE INSTITUTIONS) EXTENDED CARE-OUTPATIENT (HHA-A ALSO) (EFF. 7/00); OBSOLETE - PRIOR TO 7/00 REFERENCED CS
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,67,INTERMEDIATE CARE-INTERMEDIATE CARE - LEVEL III - OBSOLETE
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,66,INTERMEDIATE CARE - LEVEL II
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,69,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,68,INTERMEDIATE CARE-SWING BEDS - OBSOLETE
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,65,INTERMEDIATE CARE - LEVEL I
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,61,INTERMEDIATE CARE-INPATIENT (INCLUDING PART A) OBSOLETE
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,62,INTERMEDIATE CARE-INPATIENT OR HOME HEALTH VISITS (PART B ONLY) OBSOLETE
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,63,INTERMEDIATE CARE-OUTPATIENT (HHA-A ALSO) - OBSOLETE
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,64,INTERMEDIATE CARE-OTHER (PART B)- OBSOLETE
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,76,CLINIC - COMMUNITY MENTAL HEALTH CENTER
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,72,CLINIC - HOSPITAL BASED OR INDEPENDENT RENAL DIALYSIS CENTER
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,78,LICENSED FREESTANDING EMERGENCY MEDICAL FACILITY (EFFECTIVE 7/1/12)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,73,CLINIC - FREESTANDING
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,71,CLINIC - RURAL HEALTH
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,77,CLINIC - FEDERALLY QUALIFIED HEALTH CENTER (FQHC)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,79,CLINIC - OTHER
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,74,CLINIC - OUTPATIENT REHABILITATION FACILITY (ORF)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,75,CLINIC - COMPREHENSIVE OUTPATIENT REHABILITATION FACILITY (CORF)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,87,FREESTANDING NON-RESIDENTIAL OPIOID TREATMENT PROGRAM (EFFECTIVE 1/1/21)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,83,AMBULATORY SURGERY CENTER
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,84,FREE STRANDING BIRTHING CENTER
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,86,RESIDENTIAL FACILITY
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,81,HOSPICE (NON-HOSPITAL BASED)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,85,CRITICAL ACCESS HOSPITAL
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,82,HOSPICE (HOSPITAL BASED)
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,89,SPECIAL FACILITY - OTHER
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,88,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,91,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,96,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,99,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,92,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,93,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,98,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,94,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,97,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,95,RESERVED FOR NATIONAL ASSIGNMENT
https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,~~,NO DESCRIPTION AVAILABLE
